ticker,corp_name,sector,industry,Close,Volume
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,154.009995,7368600.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,2032.310059,248800.0
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,2032.310059,248800.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,190.779999,1648600.0
CB,Chubb Limited,Financials,Property & Casualty Insurance,190.779999,1648600.0
CHD,Church & Dwight,Consumer Staples,Household Products,97.419998,2235900.0
CHD,Church & Dwight,Consumer Staples,Household Products,97.419998,2235900.0
CI,Cigna,Health Care,Managed Health Care,276.410004,1396100.0
CI,Cigna,Health Care,Managed Health Care,276.410004,1396100.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,96.730003,828000.0
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,96.730003,828000.0
CTAS,Cintas,Industrials,Diversified Support Services,485.369995,279400.0
CTAS,Cintas,Industrials,Diversified Support Services,485.369995,279400.0
CSCO,Cisco,Information Technology,Communications Equipment,50.209999,13030000.0
CSCO,Cisco,Information Technology,Communications Equipment,50.209999,13030000.0
C,Citigroup,Financials,Diversified Banks,46.240002,13251900.0
C,Citigroup,Financials,Diversified Banks,46.240002,13251900.0
CFG,Citizens Financial Group,Financials,Regional Banks,25.559999,4537300.0
CFG,Citizens Financial Group,Financials,Regional Banks,25.559999,4537300.0
CLX,Clorox,Consumer Staples,Household Products,156.809998,903000.0
CLX,Clorox,Consumer Staples,Household Products,156.809998,903000.0
CME,CME Group,Financials,Financial Exchanges & Data,178.889999,1300700.0
CME,CME Group,Financials,Financial Exchanges & Data,178.889999,1300700.0
CMS,CMS Energy,Utilities,Multi-Utilities,59.59,1397800.0
CMS,CMS Energy,Utilities,Multi-Utilities,59.59,1397800.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,61.220001,12854400.0
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,61.220001,12854400.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,62.459999,3074100.0
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,62.459999,3074100.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,76.639999,4235300.0
CL,Colgate-Palmolive,Consumer Staples,Household Products,76.639999,4235300.0
CMCSA,Comcast,Communication Services,Cable & Satellite,40.560001,18285100.0
CMCSA,Comcast,Communication Services,Cable & Satellite,40.560001,18285100.0
CMA,Comerica,Financials,Diversified Banks,41.349998,1965200.0
CMA,Comerica,Financials,Diversified Banks,41.349998,1965200.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,34.279999,2920400.0
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,34.279999,2920400.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,101.309998,4359400.0
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,101.309998,4359400.0
ED,Consolidated Edison,Utilities,Electric Utilities,91.68,1242500.0
ED,Consolidated Edison,Utilities,Electric Utilities,91.68,1242500.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,242.419998,743800.0
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,242.419998,743800.0
CEG,Constellation Energy,Utilities,Multi-Utilities,90.629997,1890400.0
CEG,Constellation Energy,Utilities,Multi-Utilities,90.629997,1890400.0
COO,CooperCompanies,Health Care,Health Care Supplies,373.679993,226900.0
COO,CooperCompanies,Health Care,Health Care Supplies,373.679993,226900.0
CPRT,Copart,Industrials,Diversified Support Services,89.099998,1571600.0
CPRT,Copart,Industrials,Diversified Support Services,89.099998,1571600.0
GLW,Corning Inc.,Information Technology,Electronic Components,34.139999,4643400.0
GLW,Corning Inc.,Information Technology,Electronic Components,34.139999,4643400.0
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,58.009998,1862400.0
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,58.009998,1862400.0
CSGP,CoStar Group,Industrials,Research & Consulting Services,87.809998,3440500.0
CSGP,CoStar Group,Industrials,Research & Consulting Services,87.809998,3440500.0
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,523.419983,1278200.0
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,523.419983,1278200.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,23.959999,5933600.0
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,23.959999,5933600.0
CCI,Crown Castle,Real Estate,Telecom Tower REITs,110.790001,5610700.0
CCI,Crown Castle,Real Estate,Telecom Tower REITs,110.790001,5610700.0
CSX,CSX,Industrials,Rail Transportation,33.110001,8464900.0
CSX,CSX,Industrials,Rail Transportation,33.110001,8464900.0
CMI,Cummins,Industrials,Industrial Machinery & Supplies & Components,234.229996,731300.0
CMI,Cummins,Industrials,Industrial Machinery & Supplies & Components,234.229996,731300.0
CVS,CVS Health,Health Care,Health Care Services,69.849998,9449400.0
CVS,CVS Health,Health Care,Health Care Services,69.849998,9449400.0
DHI,D.R. Horton,Consumer Discretionary,Homebuilding,119.889999,2294600.0
DHI,D.R. Horton,Consumer Discretionary,Homebuilding,119.889999,2294600.0
DHR,Danaher Corporation,Health Care,Health Care Equipment,237.880005,2047500.0
DHR,Danaher Corporation,Health Care,Health Care Equipment,237.880005,2047500.0
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,161.589996,1644900.0
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,161.589996,1644900.0
DVA,DaVita Inc.,Health Care,Health Care Facilities,97.080002,575900.0
DVA,DaVita Inc.,Health Care,Health Care Facilities,97.080002,575900.0
DE,John Deere,Industrials,Agricultural & Farm Machinery,410.190002,1360400.0
DE,John Deere,Industrials,Agricultural & Farm Machinery,410.190002,1360400.0
DAL,Delta Air Lines,Industrials,Passenger Airlines,43.139999,10810100.0
DAL,Delta Air Lines,Industrials,Passenger Airlines,43.139999,10810100.0
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,39.310001,1000500.0
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,39.310001,1000500.0
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,47.740002,6832200.0
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,47.740002,6832200.0
DXCM,Dexcom,Health Care,Health Care Equipment,124.620003,2523100.0
DXCM,Dexcom,Health Care,Health Care Equipment,124.620003,2523100.0
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,127.220001,1296100.0
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,127.220001,1296100.0
DLR,Digital Realty,Real Estate,Data Center REITs,107.199997,2477100.0
DLR,Digital Realty,Real Estate,Data Center REITs,107.199997,2477100.0
DFS,Discover Financial,Financials,Consumer Finance,115.449997,1484500.0
DFS,Discover Financial,Financials,Consumer Finance,115.449997,1484500.0
DIS,Disney,Communication Services,Movies & Entertainment,88.699997,13117500.0
DIS,Disney,Communication Services,Movies & Entertainment,88.699997,13117500.0
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,167.690002,2708900.0
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,167.690002,2708900.0
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,143.410004,2453400.0
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,143.410004,2453400.0
D,Dominion Energy,Utilities,Electric Utilities,52.790001,3592200.0
D,Dominion Energy,Utilities,Electric Utilities,52.790001,3592200.0
DPZ,Domino's,Consumer Discretionary,Restaurants,319.23999,398200.0
DPZ,Domino's,Consumer Discretionary,Restaurants,319.23999,398200.0
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,143.100006,580100.0
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,143.100006,580100.0
DOW,Dow Inc.,Materials,Commodity Chemicals,51.950001,3072600.0
DOW,Dow Inc.,Materials,Commodity Chemicals,51.950001,3072600.0
DTE,DTE Energy,Utilities,Multi-Utilities,110.5,1240200.0
DTE,DTE Energy,Utilities,Multi-Utilities,110.5,1240200.0
DUK,Duke Energy,Utilities,Electric Utilities,90.839996,2208800.0
DUK,Duke Energy,Utilities,Electric Utilities,90.839996,2208800.0
DD,DuPont,Materials,Specialty Chemicals,67.800003,2546900.0
DD,DuPont,Materials,Specialty Chemicals,67.800003,2546900.0
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,26.09,1470300.0
DXC,DXC Technology,Information Technology,IT Consulting & Other Services,26.09,1470300.0
EMN,Eastman Chemical Company,Materials,Diversified Chemicals,80.690002,875800.0
EMN,Eastman Chemical Company,Materials,Diversified Chemicals,80.690002,875800.0
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,196.080002,1205300.0
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,196.080002,1205300.0
EBAY,eBay,Consumer Discretionary,Internet & Direct Marketing Retail,43.459999,3548700.0
EBAY,eBay,Consumer Discretionary,Internet & Direct Marketing Retail,43.459999,3548700.0
ECL,Ecolab,Materials,Specialty Chemicals,180.399994,651400.0
ECL,Ecolab,Materials,Specialty Chemicals,180.399994,651400.0
EIX,Edison International,Utilities,Electric Utilities,68.800003,1205400.0
EIX,Edison International,Utilities,Electric Utilities,68.800003,1205400.0
EW,Edwards Lifesciences,Health Care,Health Care Equipment,89.489998,1945400.0
EW,Edwards Lifesciences,Health Care,Health Care Equipment,89.489998,1945400.0
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,126.669998,1537000.0
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,126.669998,1537000.0
ELV,Elevance Health,Health Care,Managed Health Care,448.769989,667300.0
ELV,Elevance Health,Health Care,Managed Health Care,448.769989,667300.0
LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,452.76001,3211100.0
LLY,Eli Lilly and Company,Health Care,Pharmaceuticals,452.76001,3211100.0
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,88.309998,2422500.0
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,88.309998,2422500.0
ENPH,Enphase,Information Technology,Electronic Components,159.210007,2767700.0
ENPH,Enphase,Information Technology,Electronic Components,159.210007,2767700.0
ETR,Entergy,Utilities,Electric Utilities,98.949997,1251800.0
ETR,Entergy,Utilities,Electric Utilities,98.949997,1251800.0
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,110.0,3188300.0
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,110.0,3188300.0
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,220.350006,438700.0
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,220.350006,438700.0
EQT,EQT,Energy,Oil & Gas Exploration & Production,40.209999,4490800.0
EQT,EQT,Energy,Oil & Gas Exploration & Production,40.209999,4490800.0
EFX,Equifax,Industrials,Research & Consulting Services,224.149994,788500.0
EFX,Equifax,Industrials,Research & Consulting Services,224.149994,788500.0
EQIX,Equinix,Real Estate,Data Center REITs,759.940002,340600.0
EQIX,Equinix,Real Estate,Data Center REITs,759.940002,340600.0
EQR,Equity Residential,Real Estate,Residential REITs,64.459999,1769000.0
EQR,Equity Residential,Real Estate,Residential REITs,64.459999,1769000.0
ESS,Essex Property Trust,Real Estate,Residential REITs,228.589996,413400.0
ESS,Essex Property Trust,Real Estate,Residential REITs,228.589996,413400.0
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,194.080002,1148700.0
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,194.080002,1148700.0
ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,84.57,4033600.0
ETSY,Etsy,Consumer Discretionary,Internet & Direct Marketing Retail,84.57,4033600.0
