Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Name,Sector,Industry
2022-02-03,166.25999450683594,166.72999572753906,164.10000610351562,164.38999938964844,153.31204223632812,2608700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-04,163.7899932861328,164.74000549316406,160.10000610351562,160.72999572753906,149.898681640625,4046500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-07,160.75,162.30999755859375,160.00999450683594,161.1699981689453,150.3090362548828,2441100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-08,161.42999267578125,163.11000061035156,160.32000732421875,162.41000366210938,151.46546936035156,2373900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-09,163.5500030517578,164.25999450683594,161.92999267578125,163.63999938964844,152.61257934570312,2143600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-10,162.00999450683594,162.7899932861328,159.02000427246094,159.74000549316406,148.9753875732422,3633200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-11,160.16000366210938,161.60000610351562,158.8000030517578,159.5399932861328,148.7888641357422,3632700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-14,159.35000610351562,159.58999633789062,155.36000061035156,158.00999450683594,147.3619842529297,4634400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-15,158.72000122070312,159.0800018310547,156.25,157.33999633789062,146.73712158203125,3335800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-16,157.0,158.0,154.11000061035156,155.6300048828125,145.14234924316406,4470000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-17,150.85000610351562,151.47000122070312,148.47999572753906,148.63999938964844,139.96339416503906,6207700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-18,148.1999969482422,149.7100067138672,147.24000549316406,147.6199951171875,139.00296020507812,5018800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-22,148.1999969482422,148.50999450683594,145.8800048828125,146.75,138.18373107910156,4509100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-23,146.75,147.3300018310547,144.1300048828125,144.3800048828125,135.9520721435547,3846600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-24,142.10000610351562,143.88999938964844,139.74000549316406,143.6999969482422,135.31178283691406,6107100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-25,144.41000366210938,151.75999450683594,144.35000610351562,150.50999450683594,141.72425842285156,6732700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-02-28,149.2899932861328,149.6300048828125,146.75,148.64999389648438,139.97283935546875,4215300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-01,148.5800018310547,149.02000427246094,144.14999389648438,144.75,136.30047607421875,3313900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-02,145.61000061035156,148.3699951171875,144.9199981689453,147.22000122070312,138.62631225585938,3734600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-03,148.52000427246094,149.99000549316406,147.52000427246094,148.3000030517578,139.6432647705078,3804200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-04,146.16000366210938,147.69000244140625,145.74000549316406,146.72999572753906,138.16490173339844,3235200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-07,145.74000549316406,145.74000549316406,142.57000732421875,143.27999877929688,134.9163055419922,4554000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-08,145.24000549316406,149.47000122070312,143.25999450683594,145.39999389648438,136.91253662109375,4605300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-09,147.86000061035156,149.25999450683594,146.49000549316406,146.60000610351562,138.04249572753906,3337300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-10,145.33999633789062,145.9600067138672,143.3300018310547,143.92999267578125,135.52835083007812,3794000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-11,143.47000122070312,144.47999572753906,140.8300018310547,140.9600067138672,132.73171997070312,4149400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-14,141.4499969482422,145.2899932861328,141.4499969482422,143.47999572753906,135.1046142578125,3910100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-15,144.8699951171875,145.47999572753906,142.58999633789062,144.30999755859375,135.88616943359375,3337300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-16,144.75999450683594,146.27000427246094,142.83999633789062,145.50999450683594,137.01611328125,3813800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-17,145.30999755859375,147.7100067138672,144.14999389648438,147.69000244140625,139.06887817382812,2786700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-18,147.07000732421875,148.4499969482422,145.22000122070312,148.32000732421875,139.66209411621094,7882100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-21,148.69000244140625,149.74000549316406,147.39999389648438,148.5800018310547,139.90692138671875,4514900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-22,149.4499969482422,150.83999633789062,148.5,149.94000244140625,141.18753051757812,4252000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-23,149.69000244140625,149.77999877929688,147.55999755859375,147.67999267578125,139.05943298339844,2637200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-24,148.1199951171875,149.22999572753906,147.39999389648438,148.97999572753906,140.2835693359375,2028100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-25,149.27000427246094,151.17999267578125,148.91000366210938,150.4600067138672,141.67718505859375,2247800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-28,149.92999267578125,150.1300048828125,147.19000244140625,149.47000122070312,140.7449493408203,2679900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-29,151.0,152.9199981689453,150.0399932861328,152.0800018310547,143.20260620117188,2693200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-30,151.3300018310547,153.25999450683594,150.77000427246094,151.42999267578125,142.59056091308594,2395100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-03-31,150.4499969482422,151.25,148.8000030517578,148.8800048828125,140.18942260742188,3193800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-01,149.6300048828125,149.86000061035156,146.85000610351562,149.69000244140625,140.95211791992188,2196400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-04,149.05999755859375,150.00999450683594,146.0800018310547,149.52999877929688,140.8014678955078,2631800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-05,148.64999389648438,150.6300048828125,148.50999450683594,148.89999389648438,140.208251953125,2148600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-06,147.3300018310547,150.38999938964844,147.0500030517578,150.3000030517578,141.52651977539062,2705500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-07,149.38999938964844,150.47000122070312,147.55999755859375,149.9499969482422,141.1969451904297,2199000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-08,151.0,151.64999389648438,149.3800048828125,149.80999755859375,141.0651092529297,2790500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-11,150.4499969482422,152.22000122070312,149.9600067138672,150.1199951171875,141.3570098876953,2478800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-12,151.33999633789062,151.52999877929688,148.08999633789062,148.5800018310547,139.90692138671875,2612900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-13,148.52000427246094,149.1699981689453,147.57000732421875,148.66000366210938,139.98223876953125,1992100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-14,148.64999389648438,149.58999633789062,147.2100067138672,147.3800048828125,138.77696228027344,2331100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-18,147.4499969482422,148.3300018310547,145.75,146.17999267578125,137.64700317382812,1775800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-19,146.85000610351562,150.58999633789062,146.85000610351562,150.10000610351562,141.3381805419922,2296000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-20,150.80999755859375,152.5,150.52999877929688,150.58999633789062,141.79957580566406,1979900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-21,151.97999572753906,153.10000610351562,151.30999755859375,151.77000427246094,142.91070556640625,2337200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-22,150.8000030517578,150.99000549316406,148.24000549316406,149.1699981689453,140.4624786376953,3157400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-25,148.7100067138672,149.02999877929688,145.8800048828125,148.60000610351562,139.92576599121094,3432200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-26,145.41000366210938,146.97999572753906,142.8699951171875,144.22000122070312,135.80142211914062,4840400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-27,144.77999877929688,146.0800018310547,143.72999572753906,144.2100067138672,135.79202270507812,3124300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-28,144.75,147.72999572753906,144.1199951171875,147.13999938964844,138.5509796142578,2537700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-04-29,147.3000030517578,148.55999755859375,143.8699951171875,144.22000122070312,135.80142211914062,4152300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-02,144.50999450683594,147.5,143.77999877929688,145.91000366210938,137.39276123046875,3717300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-03,146.2100067138672,148.85000610351562,145.9199981689453,148.0800018310547,139.4361114501953,2508700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-04,149.0,154.66000366210938,147.8800048828125,154.22999572753906,145.22711181640625,3694200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-05,153.1699981689453,153.64999389648438,148.22999572753906,149.4600067138672,140.73556518554688,3315900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-06,149.27000427246094,149.77000427246094,146.69000244140625,149.52999877929688,140.8014678955078,2470300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-09,148.44000244140625,153.77000427246094,147.94000244140625,152.3800048828125,143.485107421875,4163100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-10,154.0,154.0399932861328,148.13999938964844,149.1199951171875,140.41537475585938,3503200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-11,149.99000549316406,150.1300048828125,146.1699981689453,146.41000366210938,137.8636016845703,2748000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-12,146.58999633789062,149.6199951171875,146.00999450683594,149.58999633789062,140.85797119140625,2819000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-13,150.2100067138672,150.35000610351562,147.97000122070312,149.3000030517578,140.5848846435547,2753300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-16,149.22000122070312,150.8300018310547,146.30999755859375,150.5,141.71482849121094,2713700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-17,151.99000549316406,152.5,150.52000427246094,152.33999633789062,143.44744873046875,2106800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-18,151.58999633789062,151.7100067138672,148.47000122070312,148.92999267578125,140.23648071289062,2958700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-19,146.1999969482422,148.89999389648438,144.11000061035156,146.9600067138672,139.7799530029297,2746700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-20,147.5399932861328,147.94000244140625,141.08999633789062,143.8300018310547,136.8028564453125,4195400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-23,144.5800018310547,145.97000122070312,144.00999450683594,144.3800048828125,137.3259735107422,2836100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-24,144.35000610351562,146.22000122070312,141.0,145.75,138.62905883789062,2638800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-25,145.42999267578125,146.16000366210938,143.5500030517578,145.7899932861328,138.66709899902344,1876900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-26,146.74000549316406,148.80999755859375,146.6999969482422,147.0399932861328,139.85601806640625,2127300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-27,148.2100067138672,149.52000427246094,147.8699951171875,149.50999450683594,142.20535278320312,1776700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-05-31,148.27000427246094,149.83999633789062,145.92999267578125,149.2899932861328,141.99609375,4144000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-01,149.3300018310547,149.49000549316406,145.60000610351562,146.4199981689453,139.2663116455078,2410400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-02,147.52000427246094,148.2899932861328,144.5,148.17999267578125,140.94032287597656,1901400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-03,147.0,147.47000122070312,145.32000732421875,145.97000122070312,138.8383026123047,1876300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-06,146.38999938964844,147.3000030517578,145.64999389648438,146.2100067138672,139.06658935546875,1575600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-07,145.44000244140625,146.99000549316406,143.82000732421875,146.8699951171875,139.69432067871094,1805300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-08,145.55999755859375,146.61000061035156,144.2899932861328,145.4199981689453,138.315185546875,1711400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-09,145.50999450683594,147.19000244140625,144.13999938964844,144.17999267578125,137.13575744628906,2168300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-10,142.0,142.47000122070312,137.5800018310547,137.64999389648438,130.92478942871094,5883900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-13,136.72999572753906,138.33999633789062,135.6199951171875,136.3699951171875,129.70733642578125,4116000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-14,136.67999267578125,138.35000610351562,134.39999389648438,135.25,128.64205932617188,2675200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-15,135.75999450683594,136.67999267578125,133.05999755859375,134.3300018310547,127.76701354980467,3271100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-16,132.5500030517578,132.5500030517578,130.3300018310547,130.94000244140625,124.54263305664062,3728200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-17,130.77000427246094,131.8800048828125,128.72000122070312,129.83999633789062,123.49636840820312,7180900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-21,130.33999633789062,131.0800018310547,129.27000427246094,130.00999450683594,123.65806579589844,3728400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-22,128.77000427246094,131.58999633789062,128.19000244140625,130.39999389648438,124.0290069580078,2900200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-23,130.2100067138672,131.07000732421875,128.5,130.14999389648438,123.79122161865234,2241000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-24,131.52999877929688,134.5500030517578,131.24000549316406,134.3300018310547,127.76701354980467,3659300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-27,134.41000366210938,134.6699981689453,132.2899932861328,132.8000030517578,126.31175231933594,2388600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-28,133.86000061035156,134.57000732421875,130.14999389648438,130.3300018310547,123.96244049072266,2408300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-29,130.0,130.33999633789062,128.80999755859375,129.77000427246094,123.4297866821289,2821100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-06-30,128.7100067138672,130.2100067138672,127.3000030517578,129.41000366210938,123.08738708496094,3341100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-01,129.41000366210938,129.8300018310547,126.61000061035156,128.49000549316406,122.21234130859376,3720800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-05,126.9800033569336,129.44000244140625,125.5999984741211,129.2100067138672,122.89716339111328,3905300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-06,129.5,130.99000549316406,127.95999908447266,129.83999633789062,123.49636840820312,3031600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-07,130.1300048828125,130.30999755859375,127.56999969482422,130.0500030517578,123.69610595703124,3449600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-08,129.82000732421875,130.16000366210938,128.13999938964844,128.72000122070312,122.43109893798828,2191300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-11,128.72999572753906,130.50999450683594,128.5500030517578,129.00999450683594,122.70691680908205,2693200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-12,129.16000366210938,132.02999877929688,129.05999755859375,130.1999969482422,123.83878326416016,2638100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-13,128.0,129.49000549316406,127.66999816894533,128.3699951171875,122.0981903076172,2490300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-14,126.9800033569336,128.5399932861328,125.87999725341795,128.30999755859375,122.04112243652344,2525500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-15,129.8699951171875,130.33999633789062,128.25,130.1300048828125,123.77220916748048,2638600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-18,130.19000244140625,130.82000732421875,128.52000427246094,128.91000366210938,122.61181640625,2539800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-19,130.39999389648438,132.27000427246094,130.05999755859375,132.1300048828125,125.67449951171876,2812700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-20,132.1199951171875,133.47000122070312,131.85000610351562,133.00999450683594,126.5114974975586,2005300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-21,133.0399932861328,133.99000549316406,132.3699951171875,133.9499969482422,127.40557098388672,1669100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-22,134.64999389648438,134.9499969482422,133.47999572753906,134.1199951171875,127.56726837158205,1760000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-25,134.0,135.10000610351562,133.77999877929688,134.1199951171875,127.56726837158205,2354100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-26,143.50999450683594,145.6999969482422,138.52000427246094,140.75,133.8733367919922,12551200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-27,139.6199951171875,140.2100067138672,137.57000732421875,138.86000061035156,132.07568359375,5030300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-28,139.89999389648438,140.6300048828125,138.3000030517578,140.3699951171875,133.51190185546875,3094200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-07-29,140.77000427246094,143.72000122070312,139.82000732421875,143.24000549316406,136.24169921875,3998300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-01,142.14999389648438,144.05999755859375,141.5800018310547,143.36000061035156,136.3558349609375,2855900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-02,142.58999633789062,143.55999755859375,141.6300048828125,141.75,134.82449340820312,2697700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-03,141.89999389648438,143.80999755859375,141.5500030517578,143.49000549316406,136.4794921875,2735500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-04,143.49000549316406,148.3300018310547,143.1999969482422,148.1199951171875,140.88327026367188,5904900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-05,147.00999450683594,148.49000549316406,146.38999938964844,147.41000366210938,140.2079620361328,4187400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-08,148.02999877929688,150.14999389648438,147.5800018310547,148.47999572753906,141.2256622314453,3148500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-09,148.30999755859375,149.0500030517578,147.19000244140625,147.83999633789062,140.61692810058594,3033500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-10,149.8800048828125,150.61000061035156,148.83999633789062,149.3800048828125,142.0817108154297,2547000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-11,150.0,151.44000244140625,149.3699951171875,149.66000366210938,142.34803771972656,2298300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-12,150.3699951171875,152.3000030517578,150.0,152.24000549316406,144.8019561767578,2346800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-15,151.38999938964844,152.10000610351562,150.47999572753906,151.42999267578125,144.0315399169922,2338200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-16,150.47000122070312,151.30999755859375,148.8800048828125,150.25999450683594,142.91871643066406,4392500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-17,148.44000244140625,148.7899932861328,147.07000732421875,147.42999267578125,140.22695922851562,4876900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-18,147.39999389648438,147.44000244140625,145.3800048828125,146.67999267578125,139.5136260986328,5654300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-19,144.61000061035156,145.64999389648438,143.2100067138672,145.1999969482422,139.52322387695312,12713200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-22,143.27999877929688,143.67999267578125,141.02999877929688,141.58999633789062,136.0543670654297,10183400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-23,141.0,142.4199981689453,140.7100067138672,141.75,136.20811462402344,15358400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-24,140.91000366210938,141.58999633789062,139.7100067138672,141.0399932861328,135.52587890625,15430500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-25,141.07000732421875,143.27000427246094,140.63999938964844,142.75999450683594,137.17861938476562,47355600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-26,143.63999938964844,144.00999450683594,128.67999267578125,129.13999938964844,124.0911102294922,38384100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-29,128.7899932861328,128.7899932861328,125.2699966430664,126.44000244140624,121.4966812133789,50532400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-30,126.88999938964844,127.73999786376952,123.02999877929688,124.86000061035156,119.97843933105467,34478500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-08-31,124.8499984741211,126.45999908447266,123.61000061035156,124.3499984741211,119.48838806152344,31642100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-01,124.3000030517578,126.38999938964844,123.66999816894533,125.62999725341795,120.71833801269533,31014400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-02,126.02999877929688,126.37000274658205,121.1500015258789,121.6500015258789,116.8939437866211,12320600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-06,121.36000061035156,121.5,115.9800033569336,116.5999984741211,112.0413818359375,30733600.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-07,116.63999938964844,121.25,116.0199966430664,120.5500030517578,115.83695220947266,37568700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-08,118.38999938964844,119.79000091552734,117.16000366210938,119.2699966430664,114.60698699951172,25741400.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-09,121.2699966430664,123.29000091552734,119.87000274658205,123.0999984741211,118.2872543334961,26220100.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-12,124.31999969482422,126.5199966430664,123.97000122070312,124.25,119.39229583740234,18971900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-13,122.11000061035156,124.5999984741211,120.2300033569336,120.47000122070312,115.76007843017578,7765500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-14,120.58999633789062,120.58999633789062,116.30999755859376,117.52999877929688,112.93502807617188,5670500.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-15,117.81999969482422,118.73999786376952,116.06999969482422,116.41999816894533,111.86842346191406,4052800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-16,114.6999969482422,117.30999755859376,114.11000061035156,116.61000061035156,112.05098724365234,7261800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-19,116.01000213623048,116.91000366210938,115.27999877929688,116.63999938964844,112.07981872558594,3190300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-20,115.3000030517578,117.1999969482422,114.75,116.5199966430664,111.96450805664062,4155200.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-21,116.83000183105467,118.02999877929688,114.8000030517578,114.80999755859376,110.32135772705078,3735800.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-22,114.16000366210938,115.0500030517578,113.43000030517578,114.13999938964844,109.67755889892578,3678000.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-23,113.7300033569336,114.16999816894533,111.62000274658205,112.98999786376952,108.57251739501952,3683700.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-26,112.76000213623048,113.80999755859376,112.2300033569336,113.0,108.58212280273438,3597900.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-27,114.12999725341795,114.12999725341795,111.41999816894533,112.41000366210938,108.01519775390624,3324300.0,MMM,3M,Industrials,Industrial Conglomerates
2022-09-28,113.51000213623048,114.70999908447266,113.05999755859376,114.27999877929688,109.81208801269533,3677800.0,MMM,3M,Industrials,Industrial Conglomerates
