년,월,corp_name,종가,거래량,날짜
2023,1,모나리자,2915.25,71652.1,2023-01-01
2023,1,모나미,3294.75,229404.65,2023-01-01
2023,1,모두투어리츠,3579.5,16381.15,2023-01-01
2023,1,모토닉,8085.5,9609.4,2023-01-01
2023,1,무림P&P,4226.25,104655.65,2023-01-01
2023,1,무림페이퍼,2482.0,109310.75,2023-01-01
2023,1,무학,4949.0,90445.2,2023-01-01
2023,1,문배철강,3349.75,201503.1,2023-01-01
2023,1,미래산업,12951.5,108745.35,2023-01-01
2023,1,미래아이앤지,1513.75,8848261.85,2023-01-01
2023,1,미래에셋글로벌리츠,3934.0,81525.75,2023-01-01
2023,1,미래에셋맵스리츠,3709.0,30286.1,2023-01-01
2023,1,미래에셋생명,3038.5,129875.0,2023-01-01
2023,1,미래에셋증권,6685.0,823589.55,2023-01-01
2023,1,미래에셋증권2우B,3639.0,98193.5,2023-01-01
2023,1,미래에셋증권우,4201.0,6630.7,2023-01-01
2023,1,미원상사,164445.0,2022.95,2023-01-01
2023,1,미원에스씨,142635.0,1313.8,2023-01-01
2023,1,미원홀딩스,102430.0,1192.95,2023-01-01
2023,1,미원화학,67055.0,259.75,2023-01-01
2023,1,미창석유,73695.0,527.8,2023-01-01
2023,1,바다로19호,2947.0,23064.9,2023-01-01
2023,1,바이오노트,8656.5,1540434.4,2023-01-01
2023,1,방림,5446.0,284076.35,2023-01-01
2023,1,백광산업,4362.75,204901.05,2023-01-01
2023,1,백산,8570.5,130602.65,2023-01-01
2023,1,범양건영,3635.5,530409.2,2023-01-01
2023,1,벽산,2177.75,284881.65,2023-01-01
2023,1,보락,1827.65,5175885.75,2023-01-01
2023,1,보령,9371.0,132973.25,2023-01-01
2023,1,보해양조,637.15,313150.2,2023-01-01
2023,1,부광약품,9030.0,208252.7,2023-01-01
2023,1,부국증권,18732.5,1530.6,2023-01-01
2023,1,부국증권우,18271.0,744.85,2023-01-01
2023,1,부국철강,3357.75,96235.35,2023-01-01
2023,1,부산산업,75680.0,10706.6,2023-01-01
2023,1,부산주공,625.55,610467.7,2023-01-01
2023,1,비비안,1349.6,576915.15,2023-01-01
2023,1,비상교육,6022.0,41937.8,2023-01-01
2023,1,비에이치,21340.0,527090.0,2023-01-01
2023,1,비케이탑스,904.0,0.0,2023-01-01
2023,1,빙그레,39802.5,8363.0,2023-01-01
2023,1,사조대림,28072.5,18674.85,2023-01-01
2023,1,사조동아원,940.7,662582.7,2023-01-01
2023,1,사조산업,43262.5,5303.55,2023-01-01
2023,1,사조씨푸드,4935.5,643999.55,2023-01-01
2023,1,사조오양,8125.5,9268.8,2023-01-01
2023,1,삼부토건,1295.55,2764191.3,2023-01-01
2023,1,삼성SDI,626850.0,225261.05,2023-01-01
2023,1,삼성SDI우,292000.0,2949.0,2023-01-01
2023,1,삼성공조,9907.0,6557.6,2023-01-01
2023,1,삼성물산,117190.0,211719.35,2023-01-01
2023,1,삼성물산우B,104365.0,1091.95,2023-01-01
2023,1,삼성바이오로직스,803400.0,62280.3,2023-01-01
2023,1,삼성생명,71230.0,224323.85,2023-01-01
2023,1,삼성에스디에스,123880.0,83275.1,2023-01-01
2023,1,삼성엔지니어링,23955.0,824842.6,2023-01-01
2023,1,삼성전기,145730.0,467374.1,2023-01-01
2023,1,삼성전기우,69040.0,4753.6,2023-01-01
2023,1,삼성전자,60540.0,15236066.4,2023-01-01
2023,1,삼성전자우,54830.0,894857.4,2023-01-01
2023,1,삼성제약,2725.75,116481.15,2023-01-01
2023,1,삼성중공업,5137.0,5409657.65,2023-01-01
2023,1,삼성중공우,178055.0,6468.2,2023-01-01
2023,1,삼성증권,34095.0,321438.2,2023-01-01
2023,1,삼성출판사,24797.5,72576.45,2023-01-01
2023,1,삼성카드,30207.5,85465.65,2023-01-01
2023,1,삼성화재,201800.0,80599.95,2023-01-01
2023,1,삼성화재우,153810.0,8194.95,2023-01-01
2023,1,삼아알미늄,38887.5,495939.45,2023-01-01
2023,1,삼양사,40702.5,9759.35,2023-01-01
2023,1,삼양사우,30070.0,207.15,2023-01-01
2023,1,삼양식품,119800.0,57802.75,2023-01-01
2023,1,삼양통상,51235.0,919.8,2023-01-01
2023,1,삼양패키징,18178.5,5843.5,2023-01-01
2023,1,삼양홀딩스,70025.0,7668.4,2023-01-01
2023,1,삼양홀딩스우,55695.0,102.15,2023-01-01
2023,1,삼영,2541.5,76471.35,2023-01-01
2023,1,삼영무역,12844.0,15476.6,2023-01-01
2023,1,삼영전자,9320.0,20630.4,2023-01-01
2023,1,삼원강재,2637.5,26791.3,2023-01-01
2023,1,삼익THK,12671.5,104520.5,2023-01-01
2023,1,삼익악기,1283.35,133970.25,2023-01-01
2023,1,삼일씨엔에스,5698.0,10210.3,2023-01-01
2023,1,삼일제약,7746.2,457616.4,2023-01-01
2023,1,삼정펄프,25212.5,1431.75,2023-01-01
2023,1,삼진제약,24547.5,47560.0,2023-01-01
2023,1,삼천리,450175.0,31962.6,2023-01-01
2023,1,삼호개발,3819.75,17327.3,2023-01-01
2023,1,삼화왕관,40545.0,18844.65,2023-01-01
2023,1,삼화전기,14956.5,13165.85,2023-01-01
2023,1,삼화전자,2823.75,115093.9,2023-01-01
2023,1,삼화콘덴서,37597.5,115296.65,2023-01-01
2023,1,삼화페인트,5831.5,67754.3,2023-01-01
2023,1,상상인증권,744.45,452636.9,2023-01-01
2023,1,상신브레이크,3267.25,31829.15,2023-01-01
2023,1,새론오토모티브,4972.25,6813.45,2023-01-01
2023,1,샘표,48810.0,10071.7,2023-01-01
2023,1,샘표식품,33742.5,5646.5,2023-01-01
2023,1,서연,7283.0,234411.75,2023-01-01
2023,1,서연이화,8448.0,133582.55,2023-01-01
2023,1,서울가스,455100.0,23665.2,2023-01-01
2023,1,서울식품,209.4,1036701.85,2023-01-01
2023,1,서울식품우,2727.5,3125.8,2023-01-01
2023,1,서원,1246.0,144123.4,2023-01-01
2023,1,서흥,32845.0,11266.35,2023-01-01
2023,1,선도전기,3000.0,0.0,2023-01-01
2023,1,선진,9664.0,43338.4,2023-01-01
2023,1,성문전자,1700.65,61217.65,2023-01-01
2023,1,성문전자우,8062.5,843.5,2023-01-01
2023,1,성보화학,3130.25,34345.1,2023-01-01
